nohup: ignoring input
Namespace(attack_method='TDGIA', cuda=True, dataset='Flickr', debug=True, defense_mode='prune', device_id=3, dis_weight=0.0, dropout=0.5, epochs=200, evaluate_mode='overall', hidden=64, homo_boost_thrd=0.5, homo_loss_weight=100.0, inner=1, lr=0.01, model='GCN', no_cuda=False, prune_thr=0.4, seed=10, selection_method='cluster_degree', target_class=0, target_loss_weight=1, test_model='GCN', thrd=0.5, train_lr=0.02, trigger_prob=0.5, trigger_size=3, trojan_epochs=1000, vs_ratio=0.005, weight_decay=0.0005)
Data(x=[89250, 500], edge_index=[2, 899756], y=[89250], train_mask=[89250], val_mask=[89250], test_mask=[89250])
Length of training set: 17850
Training benign model Finished!
Benign CA: 0.2062
./selected_nodes/Flickr/Overall/seed10/nodes.txt
Training Surrogate Model...
=== training gcn model ===
Epoch 0, training loss: 1.9452153444290161
acc_val: 0.4119
Epoch 10, training loss: 1.6309700012207031
acc_val: 0.4119
Epoch 20, training loss: 1.6187177896499634
acc_val: 0.4119
Epoch 30, training loss: 1.605920433998108
acc_val: 0.4117
Epoch 40, training loss: 1.5945312976837158
acc_val: 0.4119
Epoch 50, training loss: 1.5863348245620728
acc_val: 0.4114
Epoch 60, training loss: 1.5802758932113647
acc_val: 0.4139
Epoch 70, training loss: 1.5742063522338867
acc_val: 0.4133
Epoch 80, training loss: 1.5673242807388306
acc_val: 0.4158
Epoch 90, training loss: 1.5605494976043701
acc_val: 0.4211
Epoch 100, training loss: 1.551489233970642
acc_val: 0.4271
Epoch 110, training loss: 1.5445424318313599
acc_val: 0.4266
Epoch 120, training loss: 1.5378440618515015
acc_val: 0.4392
Epoch 130, training loss: 1.5354580879211426
acc_val: 0.4420
Epoch 140, training loss: 1.5312683582305908
acc_val: 0.4389
Epoch 150, training loss: 1.5314425230026245
acc_val: 0.4432
Epoch 160, training loss: 1.5311552286148071
acc_val: 0.4457
Epoch 170, training loss: 1.527440071105957
acc_val: 0.4492
Epoch 180, training loss: 1.5292843580245972
acc_val: 0.4463
Epoch 190, training loss: 1.5266375541687012
acc_val: 0.4492
=== picking the best model according to the performance on validation ===
Training Completed...
precent of left attach nodes: 1.000
target class rate on Vs: 0.0000
target class rate on Vs: 0.0672
accuracy on clean test nodes: 0.4193
torch.Size([899756])
torch.Size([89250, 500])
Attacking: Sequential inject 5355/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 18.50232, Surrogate test score: 0.71092
Attacking: Epoch 1, Loss: 17.60594, Surrogate test score: 0.67518
Attacking: Epoch 2, Loss: 16.72763, Surrogate test score: 0.64370
Attacking: Epoch 3, Loss: 15.88720, Surrogate test score: 0.60964
Attacking: Epoch 4, Loss: 15.09177, Surrogate test score: 0.57860
Attacking: Epoch 5, Loss: 14.34667, Surrogate test score: 0.54891
Attacking: Epoch 6, Loss: 13.65191, Surrogate test score: 0.52392
Attacking: Epoch 7, Loss: 13.00189, Surrogate test score: 0.49793
Attacking: Epoch 8, Loss: 12.39321, Surrogate test score: 0.47328
Attacking: Epoch 9, Loss: 11.82073, Surrogate test score: 0.45333
Attacking: Epoch 10, Loss: 11.28251, Surrogate test score: 0.43417
Attacking: Epoch 11, Loss: 10.78037, Surrogate test score: 0.41356
Attacking: Epoch 12, Loss: 10.31476, Surrogate test score: 0.39866
Attacking: Epoch 13, Loss: 9.88773, Surrogate test score: 0.38286
Attacking: Epoch 14, Loss: 9.49934, Surrogate test score: 0.37053
Attacking: Epoch 15, Loss: 9.14956, Surrogate test score: 0.36112
Attacking: Epoch 16, Loss: 8.84215, Surrogate test score: 0.35294
Attacking: Epoch 17, Loss: 8.57395, Surrogate test score: 0.34611
Attacking: Epoch 18, Loss: 8.34285, Surrogate test score: 0.34084
Attacking: Epoch 19, Loss: 8.14616, Surrogate test score: 0.33625
Attacking: Epoch 20, Loss: 7.97944, Surrogate test score: 0.33289
Attacking: Epoch 21, Loss: 7.83934, Surrogate test score: 0.32997
Attacking: Epoch 22, Loss: 7.72229, Surrogate test score: 0.32896
Attacking: Epoch 23, Loss: 7.62507, Surrogate test score: 0.32784
Attacking: Epoch 24, Loss: 7.54399, Surrogate test score: 0.32672
Attacking: Epoch 25, Loss: 7.47609, Surrogate test score: 0.32571
Attacking: Epoch 26, Loss: 7.41917, Surrogate test score: 0.32549
Attacking: Epoch 27, Loss: 7.37091, Surrogate test score: 0.32493
Attacking: Epoch 28, Loss: 7.32920, Surrogate test score: 0.32459
Attacking: Epoch 29, Loss: 7.29259, Surrogate test score: 0.32448
Attacking: Epoch 30, Loss: 7.25994, Surrogate test score: 0.32448
Attacking: Epoch 31, Loss: 7.23068, Surrogate test score: 0.32437
Attacking: Epoch 32, Loss: 7.20401, Surrogate test score: 0.32437
Attacking: Epoch 33, Loss: 7.17877, Surrogate test score: 0.32415
Attacking: Epoch 34, Loss: 7.15443, Surrogate test score: 0.32403
Attacking: Epoch 35, Loss: 7.13093, Surrogate test score: 0.32403
Attacking: Epoch 36, Loss: 7.10815, Surrogate test score: 0.32403
Attacking: Epoch 37, Loss: 7.08619, Surrogate test score: 0.32392
Attacking: Epoch 38, Loss: 7.06515, Surrogate test score: 0.32392
Attacking: Epoch 39, Loss: 7.04513, Surrogate test score: 0.32392
Attacking: Epoch 40, Loss: 7.02599, Surrogate test score: 0.32392
Attacking: Epoch 41, Loss: 7.00748, Surrogate test score: 0.32392
Attacking: Epoch 42, Loss: 6.98953, Surrogate test score: 0.32381
Attacking: Epoch 43, Loss: 6.97207, Surrogate test score: 0.32381
Attacking: Epoch 44, Loss: 6.95505, Surrogate test score: 0.32381
Attacking: Epoch 45, Loss: 6.93843, Surrogate test score: 0.32381
Attacking: Epoch 46, Loss: 6.92218, Surrogate test score: 0.32381
Attacking: Epoch 47, Loss: 6.90628, Surrogate test score: 0.32381
Attacking: Epoch 48, Loss: 6.89069, Surrogate test score: 0.32381
Attacking: Epoch 49, Loss: 6.87541, Surrogate test score: 0.32381
Attacking: Epoch 50, Loss: 6.86044, Surrogate test score: 0.32381
Attacking: Epoch 51, Loss: 6.84577, Surrogate test score: 0.32381
Attacking: Epoch 52, Loss: 6.83141, Surrogate test score: 0.32381
Attacking: Epoch 53, Loss: 6.81732, Surrogate test score: 0.32381
Attacking: Epoch 54, Loss: 6.80353, Surrogate test score: 0.32381
Attacking: Epoch 55, Loss: 6.79004, Surrogate test score: 0.32381
Attacking: Epoch 56, Loss: 6.77683, Surrogate test score: 0.32381
Attacking: Epoch 57, Loss: 6.76392, Surrogate test score: 0.32381
Attacking: Epoch 271, Loss: 2.07670, Surrogate test score: 0.12213
Attacking: Epoch 272, Loss: 2.07621, Surrogate test score: 0.12213
Attacking: Epoch 273, Loss: 2.07570, Surrogate test score: 0.12213
Attacking: Epoch 274, Loss: 2.07521, Surrogate test score: 0.12213
Attacking: Epoch 275, Loss: 2.07472, Surrogate test score: 0.12213
Attacking: Epoch 276, Loss: 2.07422, Surrogate test score: 0.12213
Attacking: Epoch 277, Loss: 2.07373, Surrogate test score: 0.12213
Attacking: Epoch 278, Loss: 2.07324, Surrogate test score: 0.12213
Attacking: Epoch 279, Loss: 2.07276, Surrogate test score: 0.12213
Attacking: Epoch 280, Loss: 2.07228, Surrogate test score: 0.12213
Attacking: Epoch 281, Loss: 2.07179, Surrogate test score: 0.12213
Attacking: Epoch 282, Loss: 2.07132, Surrogate test score: 0.12213
Attacking: Epoch 283, Loss: 2.07084, Surrogate test score: 0.12213
Attacking: Epoch 284, Loss: 2.07036, Surrogate test score: 0.12213
Attacking: Epoch 285, Loss: 2.06990, Surrogate test score: 0.12213
Attacking: Epoch 286, Loss: 2.06943, Surrogate test score: 0.12213
Attacking: Epoch 287, Loss: 2.06895, Surrogate test score: 0.12213
Attacking: Epoch 288, Loss: 2.06846, Surrogate test score: 0.12213
Attacking: Epoch 289, Loss: 2.06799, Surrogate test score: 0.12213
Attacking: Epoch 290, Loss: 2.06749, Surrogate test score: 0.12213
Attacking: Epoch 291, Loss: 2.06701, Surrogate test score: 0.12213
Attacking: Epoch 292, Loss: 2.06653, Surrogate test score: 0.12202
Attacking: Epoch 293, Loss: 2.06604, Surrogate test score: 0.12202
Attacking: Epoch 294, Loss: 2.06556, Surrogate test score: 0.12202
Attacking: Epoch 295, Loss: 2.06508, Surrogate test score: 0.12202
Attacking: Epoch 296, Loss: 2.06461, Surrogate test score: 0.12202
Attacking: Epoch 297, Loss: 2.06413, Surrogate test score: 0.12202
Attacking: Epoch 298, Loss: 2.06366, Surrogate test score: 0.12202
Attacking: Epoch 299, Loss: 2.06321, Surrogate test score: 0.12202
Attacking: Epoch 300, Loss: 2.06275, Surrogate test score: 0.12202
Attacking: Epoch 301, Loss: 2.06229, Surrogate test score: 0.12202
Attacking: Epoch 302, Loss: 2.06183, Surrogate test score: 0.12202
Attacking: Epoch 303, Loss: 2.06137, Surrogate test score: 0.12202
Attacking: Epoch 304, Loss: 2.06092, Surrogate test score: 0.12202
Attacking: Epoch 305, Loss: 2.06046, Surrogate test score: 0.12202
Attacking: Epoch 306, Loss: 2.06001, Surrogate test score: 0.12202
Attacking: Epoch 307, Loss: 2.05956, Surrogate test score: 0.12202
Attacking: Epoch 308, Loss: 2.05911, Surrogate test score: 0.12202
Attacking: Epoch 309, Loss: 2.05866, Surrogate test score: 0.12202
Attacking: Epoch 310, Loss: 2.05820, Surrogate test score: 0.12202
Attacking: Epoch 311, Loss: 2.05776, Surrogate test score: 0.12190
Attacking: Epoch 312, Loss: 2.05732, Surrogate test score: 0.12190
Attacking: Epoch 313, Loss: 2.05688, Surrogate test score: 0.12190
Attacking: Epoch 314, Loss: 2.05645, Surrogate test score: 0.12190
Attacking: Epoch 315, Loss: 2.05601, Surrogate test score: 0.12190
Attacking: Epoch 316, Loss: 2.05557, Surrogate test score: 0.12190
Attacking: Epoch 317, Loss: 2.05514, Surrogate test score: 0.12190
Attacking: Epoch 318, Loss: 2.05471, Surrogate test score: 0.12190
Attacking: Epoch 319, Loss: 2.05428, Surrogate test score: 0.12190
Attacking: Epoch 320, Loss: 2.05385, Surrogate test score: 0.12190
Attacking: Epoch 321, Loss: 2.05342, Surrogate test score: 0.12190
Attacking: Epoch 322, Loss: 2.05300, Surrogate test score: 0.12190
Attacking: Epoch 323, Loss: 2.05258, Surrogate test score: 0.12190
Attacking: Epoch 324, Loss: 2.05217, Surrogate test score: 0.12190
Attacking: Epoch 325, Loss: 2.05175, Surrogate test score: 0.12190
Attacking: Epoch 326, Loss: 2.05133, Surrogate test score: 0.12190
Attacking: Epoch 327, Loss: 2.05092, Surrogate test score: 0.12190
Attacking: Epoch 328, Loss: 2.05050, Surrogate test score: 0.12190
Attacking: Epoch 329, Loss: 2.05008, Surrogate test score: 0.12190
Attacking: Epoch 330, Loss: 2.04968, Surrogate test score: 0.12190
Attacking: Epoch 331, Loss: 2.04927, Surrogate test score: 0.12190
Attacking: Epoch 332, Loss: 2.04886, Surrogate test score: 0.12190
Attacking: Epoch 333, Loss: 2.04846, Surrogate test score: 0.12190
Attacking: Epoch 334, Loss: 2.04805, Surrogate test score: 0.12190
Attacking: Epoch 335, Loss: 2.04766, Surrogate test score: 0.12190
Attacking: Epoch 336, Loss: 2.04725, Surrogate test score: 0.12190
Attacking: Epoch 337, Loss: 2.04685, Surrogate test score: 0.12190
Attacking: Epoch 338, Loss: 2.04646, Surrogate test score: 0.12190
Attacking: Epoch 339, Loss: 2.04608, Surrogate test score: 0.12190
Attacking: Epoch 340, Loss: 2.04567, Surrogate test score: 0.12190
Attacking: Epoch 341, Loss: 2.04529, Surrogate test score: 0.12190
Attacking: Epoch 342, Loss: 2.04490, Surrogate test score: 0.12190
Attacking: Epoch 343, Loss: 2.04452, Surrogate test score: 0.12190
Attacking: Epoch 344, Loss: 2.04414, Surrogate test score: 0.12190
Attacking: Epoch 345, Loss: 2.04377, Surrogate test score: 0.12190
Attacking: Epoch 346, Loss: 2.04340, Surrogate test score: 0.12190
Attacking: Epoch 347, Loss: 2.04302, Surrogate test score: 0.12190
Attacking: Epoch 348, Loss: 2.04266, Surrogate test score: 0.12190
Attacking: Epoch 349, Loss: 2.04229, Surrogate test score: 0.12190
Attacking: Epoch 350, Loss: 2.04193, Surrogate test score: 0.12190
Attacking: Epoch 351, Loss: 2.04157, Surrogate test score: 0.12190
Attacking: Epoch 352, Loss: 2.04121, Surrogate test score: 0.12190
Attacking: Epoch 353, Loss: 2.04086, Surrogate test score: 0.12190
Attacking: Epoch 354, Loss: 2.04050, Surrogate test score: 0.12190
Attacking: Epoch 355, Loss: 2.04014, Surrogate test score: 0.12190
Attacking: Epoch 356, Loss: 2.03979, Surrogate test score: 0.12190
Attacking: Epoch 357, Loss: 2.03946, Surrogate test score: 0.12190
Attacking: Epoch 358, Loss: 2.03908, Surrogate test score: 0.12190
Attacking: Epoch 359, Loss: 2.03874, Surrogate test score: 0.12190
Attacking: Epoch 360, Loss: 2.03839, Surrogate test score: 0.12190
Attacking: Epoch 361, Loss: 2.03805, Surrogate test score: 0.12190
Attacking: Epoch 362, Loss: 2.03770, Surrogate test score: 0.12190
Attacking: Epoch 363, Loss: 2.03735, Surrogate test score: 0.12190
Attacking: Epoch 364, Loss: 2.03702, Surrogate test score: 0.12190
Attacking: Epoch 365, Loss: 2.03667, Surrogate test score: 0.12190
Attacking: Epoch 366, Loss: 2.03631, Surrogate test score: 0.12190
Attacking: Epoch 367, Loss: 2.03598, Surrogate test score: 0.12190
Attacking: Epoch 368, Loss: 2.03563, Surrogate test score: 0.12190
Attacking: Epoch 369, Loss: 2.03530, Surrogate test score: 0.12190
Attacking: Epoch 370, Loss: 2.03496, Surrogate test score: 0.12190
Attacking: Epoch 371, Loss: 2.03461, Surrogate test score: 0.12190
Attacking: Epoch 372, Loss: 2.03430, Surrogate test score: 0.12190
Attacking: Epoch 373, Loss: 2.03394, Surrogate test score: 0.12190
Attacking: Epoch 374, Loss: 2.03361, Surrogate test score: 0.12190
Attacking: Epoch 375, Loss: 2.03328, Surrogate test score: 0.12190
Attacking: Epoch 376, Loss: 2.03295, Surrogate test score: 0.12190
Attacking: Epoch 377, Loss: 2.03263, Surrogate test score: 0.12190
Attacking: Epoch 378, Loss: 2.03230, Surrogate test score: 0.12190
Attacking: Epoch 379, Loss: 2.03198, Surrogate test score: 0.12190
Attacking: Epoch 380, Loss: 2.03165, Surrogate test score: 0.12190
Attacking: Epoch 381, Loss: 2.03134, Surrogate test score: 0.12190
Attacking: Epoch 382, Loss: 2.03102, Surrogate test score: 0.12190
Attacking: Epoch 383, Loss: 2.03070, Surrogate test score: 0.12190
Attacking: Epoch 384, Loss: 2.03038, Surrogate test score: 0.12190
Attacking: Epoch 385, Loss: 2.03007, Surrogate test score: 0.12190
Attacking: Epoch 386, Loss: 2.02975, Surrogate test score: 0.12190
Attacking: Epoch 387, Loss: 2.02943, Surrogate test score: 0.12190
Attacking: Epoch 388, Loss: 2.02912, Surrogate test score: 0.12190
Attacking: Epoch 389, Loss: 2.02880, Surrogate test score: 0.12190
Attacking: Epoch 390, Loss: 2.02849, Surrogate test score: 0.12190
Attacking: Epoch 391, Loss: 2.02818, Surrogate test score: 0.12190
Attacking: Epoch 392, Loss: 2.02789, Surrogate test score: 0.12190
Attacking: Epoch 393, Loss: 2.02758, Surrogate test score: 0.12190
Attacking: Epoch 394, Loss: 2.02728, Surrogate test score: 0.12190
Attacking: Epoch 395, Loss: 2.02698, Surrogate test score: 0.12190
Attacking: Epoch 396, Loss: 2.02668, Surrogate test score: 0.12190
Attacking: Epoch 397, Loss: 2.02639, Surrogate test score: 0.12190
Attacking: Epoch 398, Loss: 2.02609, Surrogate test score: 0.12190
Attacking: Epoch 399, Loss: 2.02580, Surrogate test score: 0.12190
Attacking: Epoch 400, Loss: 2.02549, Surrogate test score: 0.12190
Attacking: Epoch 401, Loss: 2.02520, Surrogate test score: 0.12190
Attacking: Epoch 402, Loss: 2.02492, Surrogate test score: 0.12190
Attacking: Epoch 403, Loss: 2.02462, Surrogate test score: 0.12190
Attacking: Epoch 404, Loss: 2.02433, Surrogate test score: 0.12190
Attacking: Epoch 405, Loss: 2.02403, Surrogate test score: 0.12190
Attacking: Epoch 406, Loss: 2.02374, Surrogate test score: 0.12190
Attacking: Epoch 407, Loss: 2.02347, Surrogate test score: 0.12190
Attacking: Epoch 408, Loss: 2.02317, Surrogate test score: 0.12190
Attacking: Epoch 409, Loss: 2.02288, Surrogate test score: 0.12190
Attacking: Epoch 410, Loss: 2.02259, Surrogate test score: 0.12190
Attacking: Epoch 411, Loss: 2.02229, Surrogate test score: 0.12190
Attacking: Epoch 412, Loss: 2.02199, Surrogate test score: 0.12190
Attacking: Epoch 413, Loss: 2.02170, Surrogate test score: 0.12190
Attacking: Epoch 414, Loss: 2.02139, Surrogate test score: 0.12190
Attacking: Epoch 415, Loss: 2.02107, Surrogate test score: 0.12190
Attacking: Epoch 416, Loss: 2.02078, Surrogate test score: 0.12190
Attacking: Epoch 417, Loss: 2.02046, Surrogate test score: 0.12190
Attacking: Epoch 418, Loss: 2.02013, Surrogate test score: 0.12190
Attacking: Epoch 419, Loss: 2.01983, Surrogate test score: 0.12190
Attacking: Epoch 420, Loss: 2.01948, Surrogate test score: 0.12190
Attacking: Epoch 421, Loss: 2.01918, Surrogate test score: 0.12190
Attacking: Epoch 422, Loss: 2.01887, Surrogate test score: 0.12190
Attacking: Epoch 423, Loss: 2.01859, Surrogate test score: 0.12190
Attacking: Epoch 424, Loss: 2.01831, Surrogate test score: 0.12190
Attacking: Epoch 425, Loss: 2.01806, Surrogate test score: 0.12190
Attacking: Epoch 426, Loss: 2.01779, Surrogate test score: 0.12190
Attacking: Epoch 427, Loss: 2.01754, Surrogate test score: 0.12190
Attacking: Epoch 428, Loss: 2.01728, Surrogate test score: 0.12190
Attacking: Epoch 429, Loss: 2.01701, Surrogate test score: 0.12190
Attacking: Epoch 430, Loss: 2.01674, Surrogate test score: 0.12190
Attacking: Epoch 431, Loss: 2.01647, Surrogate test score: 0.12190
Attacking: Epoch 432, Loss: 2.01620, Surrogate test score: 0.12190
Attacking: Epoch 433, Loss: 2.01593, Surrogate test score: 0.12190
Attacking: Epoch 434, Loss: 2.01569, Surrogate test score: 0.12190
Attacking: Epoch 435, Loss: 2.01541, Surrogate test score: 0.12190
Attacking: Epoch 436, Loss: 2.01516, Surrogate test score: 0.12190
Attacking: Epoch 437, Loss: 2.01490, Surrogate test score: 0.12190
Attacking: Epoch 438, Loss: 2.01463, Surrogate test score: 0.12190
Attacking: Epoch 439, Loss: 2.01439, Surrogate test score: 0.12190
Attacking: Epoch 440, Loss: 2.01413, Surrogate test score: 0.12190
Attacking: Epoch 441, Loss: 2.01389, Surrogate test score: 0.12190
Attacking: Epoch 442, Loss: 2.01361, Surrogate test score: 0.12190
Attacking: Epoch 443, Loss: 2.01337, Surrogate test score: 0.12190
Attacking: Epoch 444, Loss: 2.01311, Surrogate test score: 0.12190
Attacking: Epoch 445, Loss: 2.01286, Surrogate test score: 0.12190
Attacking: Epoch 446, Loss: 2.01261, Surrogate test score: 0.12190
Attacking: Epoch 447, Loss: 2.01238, Surrogate test score: 0.12190
Attacking: Epoch 448, Loss: 2.01212, Surrogate test score: 0.12190
Attacking: Epoch 449, Loss: 2.01187, Surrogate test score: 0.12190
Attacking: Epoch 450, Loss: 2.01161, Surrogate test score: 0.12190
Attacking: Epoch 451, Loss: 2.01136, Surrogate test score: 0.12190
Attacking: Epoch 452, Loss: 2.01111, Surrogate test score: 0.12179
Attacking: Epoch 453, Loss: 2.01084, Surrogate test score: 0.12179
Attacking: Epoch 454, Loss: 2.01059, Surrogate test score: 0.12179
Attacking: Epoch 455, Loss: 2.01030, Surrogate test score: 0.12179
Attacking: Epoch 456, Loss: 2.01004, Surrogate test score: 0.12179
Attacking: Epoch 457, Loss: 2.00977, Surrogate test score: 0.12179
Attacking: Epoch 458, Loss: 2.00950, Surrogate test score: 0.12179
Attacking: Epoch 459, Loss: 2.00921, Surrogate test score: 0.12179
Attacking: Epoch 460, Loss: 2.00894, Surrogate test score: 0.12179
Attacking: Epoch 461, Loss: 2.00866, Surrogate test score: 0.12179
Attacking: Epoch 462, Loss: 2.00838, Surrogate test score: 0.12179
Attacking: Epoch 463, Loss: 2.00810, Surrogate test score: 0.12179
Attacking: Epoch 464, Loss: 2.00782, Surrogate test score: 0.12179
Attacking: Epoch 465, Loss: 2.00755, Surrogate test score: 0.12179
Attacking: Epoch 466, Loss: 2.00725, Surrogate test score: 0.12179
Attacking: Epoch 467, Loss: 2.00697, Surrogate test score: 0.12179
Attacking: Epoch 468, Loss: 2.00672, Surrogate test score: 0.12179
Attacking: Epoch 469, Loss: 2.00642, Surrogate test score: 0.12179
Attacking: Epoch 470, Loss: 2.00615, Surrogate test score: 0.12179
Attacking: Epoch 471, Loss: 2.00588, Surrogate test score: 0.12179
Attacking: Epoch 472, Loss: 2.00561, Surrogate test score: 0.12179
Attacking: Epoch 473, Loss: 2.00535, Surrogate test score: 0.12179
Attacking: Epoch 474, Loss: 2.00508, Surrogate test score: 0.12179
Attacking: Epoch 475, Loss: 2.00482, Surrogate test score: 0.12179
Attacking: Epoch 476, Loss: 2.00455, Surrogate test score: 0.12179
Attacking: Epoch 477, Loss: 2.00428, Surrogate test score: 0.12179
Attacking: Epoch 478, Loss: 2.00402, Surrogate test score: 0.12179
Attacking: Epoch 479, Loss: 2.00380, Surrogate test score: 0.12179
Attacking: Epoch 480, Loss: 2.00351, Surrogate test score: 0.12179
Attacking: Epoch 481, Loss: 2.00326, Surrogate test score: 0.12179
Attacking: Epoch 482, Loss: 2.00302, Surrogate test score: 0.12179
Attacking: Epoch 483, Loss: 2.00276, Surrogate test score: 0.12179
Attacking: Epoch 484, Loss: 2.00252, Surrogate test score: 0.12179
Attacking: Epoch 485, Loss: 2.00226, Surrogate test score: 0.12179
Attacking: Epoch 486, Loss: 2.00200, Surrogate test score: 0.12179
Attacking: Epoch 487, Loss: 2.00175, Surrogate test score: 0.12179
Attacking: Epoch 488, Loss: 2.00150, Surrogate test score: 0.12179
Attacking: Epoch 489, Loss: 2.00125, Surrogate test score: 0.12179
Attacking: Epoch 490, Loss: 2.00100, Surrogate test score: 0.12179
Attacking: Epoch 491, Loss: 2.00076, Surrogate test score: 0.12179
Attacking: Epoch 492, Loss: 2.00052, Surrogate test score: 0.12179
Attacking: Epoch 493, Loss: 2.00032, Surrogate test score: 0.12179
Attacking: Epoch 494, Loss: 2.00005, Surrogate test score: 0.12179
Attacking: Epoch 495, Loss: 1.99983, Surrogate test score: 0.12179
Attacking: Epoch 496, Loss: 1.99962, Surrogate test score: 0.12179
Attacking: Epoch 497, Loss: 1.99940, Surrogate test score: 0.12179
Attacking: Epoch 498, Loss: 1.99918, Surrogate test score: 0.12179
Attacking: Epoch 499, Loss: 1.99895, Surrogate test score: 0.12179
Attacking: Sequential inject 16065/26775 nodes, target 8925/8925 nodes
Attacking: Epoch 0, Loss: 2.76739, Surrogate test score: 0.10801
Attacking: Epoch 1, Loss: 2.24262, Surrogate test score: 0.09669
Attacking: Epoch 2, Loss: 2.02677, Surrogate test score: 0.09300
Attacking: Epoch 3, Loss: 1.91066, Surrogate test score: 0.09020
Attacking: Epoch 4, Loss: 1.82660, Surrogate test score: 0.08773
Attacking: Epoch 5, Loss: 1.75733, Surrogate test score: 0.08426
Attacking: Epoch 6, Loss: 1.69650, Surrogate test score: 0.08179
Attacking: Epoch 7, Loss: 1.64049, Surrogate test score: 0.07955
Attacking: Epoch 8, Loss: 1.58965, Surrogate test score: 0.07731
Attacking: Epoch 9, Loss: 1.54396, Surrogate test score: 0.07529
Attacking: Epoch 10, Loss: 1.50046, Surrogate test score: 0.07361
Attacking: Epoch 11, Loss: 1.46119, Surrogate test score: 0.07261
Attacking: Epoch 12, Loss: 1.42535, Surrogate test score: 0.07171
Attacking: Epoch 13, Loss: 1.39363, Surrogate test score: 0.07115
Attacking: Epoch 14, Loss: 1.36562, Surrogate test score: 0.07059
Attacking: Epoch 15, Loss: 1.34308, Surrogate test score: 0.06980
Attacking: Epoch 16, Loss: 1.32297, Surrogate test score: 0.06902
Attacking: Epoch 17, Loss: 1.30655, Surrogate test score: 0.06835
Attacking: Epoch 18, Loss: 1.29235, Surrogate test score: 0.06779
Attacking: Epoch 19, Loss: 1.27984, Surrogate test score: 0.06700
Attacking: Epoch 20, Loss: 1.26801, Surrogate test score: 0.06700
Attacking: Epoch 21, Loss: 1.25781, Surrogate test score: 0.06678
Attacking: Epoch 22, Loss: 1.24840, Surrogate test score: 0.06655
Attacking: Epoch 23, Loss: 1.24013, Surrogate test score: 0.06622
Attacking: Epoch 24, Loss: 1.23292, Surrogate test score: 0.06599
Attacking: Epoch 25, Loss: 1.22691, Surrogate test score: 0.06599
Attacking: Epoch 26, Loss: 1.22158, Surrogate test score: 0.06588
Attacking: Epoch 27, Loss: 1.21727, Surrogate test score: 0.06588
Attacking: Epoch 28, Loss: 1.21366, Surrogate test score: 0.06588
Attacking: Epoch 29, Loss: 1.21059, Surrogate test score: 0.06566
Attacking: Epoch 30, Loss: 1.20777, Surrogate test score: 0.06543
Attacking: Epoch 31, Loss: 1.20521, Surrogate test score: 0.06532
Attacking: Epoch 32, Loss: 1.20277, Surrogate test score: 0.06521
Attacking: Epoch 33, Loss: 1.20049, Surrogate test score: 0.06543
Attacking: Epoch 34, Loss: 1.19842, Surrogate test score: 0.06543
Attacking: Epoch 35, Loss: 1.19645, Surrogate test score: 0.06543
Attacking: Epoch 36, Loss: 1.19468, Surrogate test score: 0.06543
Attacking: Epoch 37, Loss: 1.19314, Surrogate test score: 0.06543
Attacking: Epoch 38, Loss: 1.19186, Surrogate test score: 0.06543
Attacking: Epoch 39, Loss: 1.19037, Surrogate test score: 0.06521
Attacking: Epoch 40, Loss: 1.18902, Surrogate test score: 0.06521
Attacking: Epoch 41, Loss: 1.18780, Surrogate test score: 0.06521
Attacking: Epoch 42, Loss: 1.18639, Surrogate test score: 0.06521
Attacking: Epoch 43, Loss: 1.18516, Surrogate test score: 0.06521
Attacking: Epoch 44, Loss: 1.18397, Surrogate test score: 0.06499
Attacking: Epoch 45, Loss: 1.18276, Surrogate test score: 0.06499
Attacking: Epoch 46, Loss: 1.18154, Surrogate test score: 0.06499
Attacking: Epoch 47, Loss: 1.18033, Surrogate test score: 0.06499
Attacking: Epoch 48, Loss: 1.17914, Surrogate test score: 0.06487
Attacking: Epoch 49, Loss: 1.17792, Surrogate test score: 0.06487
Attacking: Epoch 50, Loss: 1.17673, Surrogate test score: 0.06487
Attacking: Epoch 51, Loss: 1.17559, Surrogate test score: 0.06487
Attacking: Epoch 52, Loss: 1.17457, Surrogate test score: 0.06487
Attacking: Epoch 53, Loss: 1.17351, Surrogate test score: 0.06487
Attacking: Epoch 54, Loss: 1.17243, Surrogate test score: 0.06487
Attacking: Epoch 55, Loss: 1.17132, Surrogate test score: 0.06476
Attacking: Epoch 56, Loss: 1.17025, Surrogate test score: 0.06476
Attacking: Epoch 57, Loss: 1.16923, Surrogate test score: 0.06476
Attacking: Epoch 58, Loss: 1.16818, Surrogate test score: 0.06476
Attacking: Epoch 59, Loss: 1.16713, Surrogate test score: 0.06476
Attacking: Epoch 60, Loss: 1.16609, Surrogate test score: 0.06476
Attacking: Epoch 61, Loss: 1.16506, Surrogate test score: 0.06476
Attacking: Epoch 62, Loss: 1.16402, Surrogate test score: 0.06476
Attacking: Epoch 63, Loss: 1.16298, Surrogate test score: 0.06454
Attacking: Epoch 64, Loss: 1.16198, Surrogate test score: 0.06454
Attacking: Epoch 65, Loss: 1.16098, Surrogate test score: 0.06454
Attacking: Epoch 66, Loss: 1.15999, Surrogate test score: 0.06454
